iter	Logloss
426	0.08345368635
427	0.0834473952
428	0.08342289027
429	0.08339351695
430	0.08328239444
431	0.08325732788
432	0.08320977632
433	0.08317267975
434	0.08314073964
435	0.08312520639
436	0.0830319302
437	0.08298790161
438	0.0828628481
439	0.08279905224
440	0.08276320947
441	0.08274056687
442	0.08267156049
443	0.08260410634
444	0.08252120578
445	0.0824889178
446	0.08241910984
447	0.08236392712
448	0.08228753706
449	0.08224050485
450	0.08221036388
451	0.08215650763
452	0.08207718559
453	0.08203058292
454	0.08200210239
455	0.08195148589
456	0.08186211248
457	0.08182106486
458	0.08172473632
459	0.08167158957
460	0.08162090794
461	0.08155172414
462	0.08147645128
463	0.08142099949
464	0.08133677827
465	0.08122240671
466	0.08119219376
467	0.08115125014
468	0.08110286468
469	0.08106338797
470	0.08103932209
471	0.08100756637
472	0.0809628098
473	0.08090916325
474	0.08085520306
475	0.08082711862
476	0.08077875159
477	0.08073917965
478	0.08072223068
479	0.08067098676
480	0.08061610348
481	0.08052955498
482	0.08047267055
483	0.08041280096
484	0.08034315927
485	0.08028741527
486	0.08024228856
487	0.08019351334
488	0.08012479388
489	0.08006985705
490	0.08000049218
491	0.07992482521
492	0.07985914579
493	0.07978348268
494	0.07975132166
495	0.0796748058
496	0.07961304834
497	0.07956549428
498	0.07948906773
499	0.0794612001
500	0.0793660529
501	0.07932021946
502	0.07926418265
503	0.07921959959
504	0.0791558455
505	0.07909759521
506	0.07904994207
507	0.07903670401
508	0.07898964907
509	0.07892911373
510	0.07887682398
511	0.07882338219
512	0.0787804258
513	0.07873530494
514	0.07867152017
515	0.07857319805
516	0.07854794508
517	0.07850985542
518	0.07849311195
519	0.07845498354
520	0.07839777217
521	0.07836717092
522	0.07829493809
523	0.07825068992
524	0.07821839798
525	0.07818158005
526	0.07812593451
527	0.0780150833
528	0.07795844678
529	0.07790677654
530	0.07788089141
531	0.07785989454
532	0.07782273997
533	0.07779075031
534	0.07772337733
535	0.07768214644
536	0.07766713513
537	0.07758903326
538	0.07756695202
539	0.07750308888
540	0.07745849927
541	0.07743535754
542	0.07738806958
543	0.0773615153
544	0.07733252223
545	0.07730309242
546	0.07724974839
547	0.0772052207
548	0.07718501206
549	0.07715235669
550	0.0771078609
551	0.07706911146
552	0.07704756003
553	0.077014038
554	0.07695637025
555	0.07689692275
556	0.07683081763
557	0.07679407296
558	0.07675906598
559	0.07672230439
560	0.07667934058
561	0.07664239579
562	0.07662170013
563	0.07654938022
564	0.076534365
565	0.07650371726
566	0.07646814915
567	0.07645193244
568	0.0764148529
569	0.07638505795
570	0.07634122646
571	0.07628583124
572	0.07624288355
573	0.07620540643
574	0.07618384171
575	0.0761245824
576	0.07608773673
577	0.07607753823
578	0.07604008871
579	0.07603086095
580	0.07594079087
581	0.07588729185
582	0.07585960912
583	0.0758161818
584	0.07576381942
585	0.07572915534
586	0.07569598409
587	0.0756422176
588	0.07561017932
589	0.07555599771
590	0.07553102376
591	0.07550271261
592	0.0754303203
593	0.07533875802
594	0.07530295429
595	0.07525939055
596	0.07518814213
597	0.07515092568
598	0.07510046752
599	0.07499157527
600	0.07492628614
601	0.07488780166
602	0.07478033891
603	0.07470563227
604	0.0746547477
605	0.07459635411
606	0.07452493255
607	0.07447673886
608	0.07443186919
609	0.07437876404
610	0.07434994143
611	0.07430609875
612	0.07425806648
613	0.07422468863
614	0.07418769941
615	0.07415788111
616	0.07412943591
617	0.07410214567
618	0.07409404477
619	0.07403765578
620	0.07400567093
621	0.0739785005
622	0.07391494074
623	0.07384863894
624	0.07379591941
625	0.07376588789
626	0.07372863411
627	0.07368339561
628	0.0736504093
629	0.07361342567
630	0.073583394
631	0.07354167447
632	0.07350290088
633	0.07344797995
634	0.07334803582
635	0.07330851972
636	0.07325780464
637	0.07321116628
638	0.07314898562
639	0.07312074189
640	0.07302792501
641	0.0729822462
642	0.0729325106
643	0.07292457314
644	0.07288954898
645	0.07283393719
646	0.07278918581
647	0.07275378244
648	0.07270471867
649	0.07268018007
650	0.07263775204
651	0.07261440344
652	0.07258533715
653	0.07254745234
654	0.07253179899
655	0.07248090979
656	0.07238143878
657	0.0723529813
658	0.07230799191
659	0.07225610369
660	0.07220407179
661	0.07212208124
662	0.07209057663
663	0.07206718906
664	0.07203074116
665	0.07196320642
666	0.07194753438
667	0.07187519748
668	0.07178898137
669	0.07174118224
670	0.07166144802
671	0.07165041423
672	0.07160708552
673	0.07155986013
674	0.07152175384
675	0.07149160366
676	0.07143139611
677	0.07135725341
678	0.07131243277
679	0.07129783697
680	0.07124960831
681	0.07122186024
682	0.07119558716
683	0.07117366717
684	0.07112315828
685	0.07107297833
686	0.07101739444
687	0.07097113406
688	0.07093516852
689	0.07088991126
690	0.0708647949
691	0.07083155218
692	0.07077198442
693	0.07076272831
694	0.07072160097
695	0.07070557265
696	0.07066019606
697	0.07063324134
698	0.07060338887
699	0.0705950171
700	0.07054293639
701	0.07050381513
702	0.07045420719
703	0.07040867629
704	0.0703792
705	0.07036092213
706	0.07032264281
707	0.07029094285
708	0.07025192472
709	0.07021589224
710	0.07014876438
711	0.07011225085
712	0.07004609984
713	0.0699980852
714	0.06992435905
715	0.06988754296
716	0.06985067902
717	0.0698240509
718	0.06981743093
719	0.0697903901
720	0.06973382593
721	0.06967091354
722	0.0696503409
723	0.06960273572
724	0.06955515155
725	0.06950200791
726	0.06947953704
727	0.0694478485
728	0.06941604337
729	0.06934351187
730	0.06930140727
731	0.06927206063
732	0.06923560776
733	0.0692278152
734	0.06919192601
735	0.06914863259
736	0.06910477311
737	0.06903873116
738	0.06900811438
739	0.06899339854
740	0.06892486451
741	0.06888093976
742	0.06885912232
743	0.06878827913
744	0.06874932473
745	0.06872830307
746	0.06869110931
747	0.06864254398
748	0.06860649379
749	0.06858496111
750	0.06856632508
751	0.06852809556
752	0.06847909769
753	0.06846021256
754	0.06843036726
755	0.06840584005
756	0.06833556393
757	0.06831283251
758	0.06828477818
759	0.06827090177
760	0.06824436528
761	0.06819757228
762	0.06816725664
763	0.06814297316
764	0.06810561249
765	0.06807384426
766	0.06805365766
767	0.0680179514
768	0.06798806049
769	0.06797552654
770	0.06794388305
771	0.06789940292
772	0.0678538655
773	0.06781753583
774	0.06781356837
775	0.06777983922
776	0.06774809348
777	0.06770666887
778	0.06770166745
779	0.06766173986
780	0.06762381097
781	0.06757658271
782	0.06755262151
783	0.06752783918
784	0.06749432651
785	0.06746354528
786	0.06745400518
787	0.0674133289
788	0.06740687012
789	0.06732401904
790	0.06726308989
791	0.06721861384
792	0.06717961353
793	0.06714822253
794	0.06713079664
795	0.06710629199
796	0.0670777666
797	0.06705520429
798	0.06701298517
799	0.06701040002
800	0.06694355521
801	0.06690963084
802	0.06687146935
803	0.06684418852
804	0.06680637886
805	0.0667646368
806	0.06673416501
807	0.06669348616
808	0.06665715909
809	0.06664245567
810	0.06661347103
811	0.06660953725
812	0.066581287
813	0.06655620254
814	0.06653824748
815	0.0664922256
816	0.06639345407
817	0.06636486628
818	0.06634204297
819	0.06631771319
820	0.06628774922
821	0.06620957701
822	0.06619710207
823	0.06614992504
824	0.06612429912
825	0.06605699221
826	0.06605261275
827	0.06601852005
828	0.06598682518
829	0.06595029341
830	0.06590860023
831	0.06587620623
832	0.06585839171
833	0.0658312785
834	0.06579771478
835	0.06577687759
836	0.06575396642
837	0.06566945821
838	0.06561499475
839	0.06557765481
840	0.0655437841
841	0.06552196697
842	0.06550223848
843	0.06547868323
844	0.06544316891
845	0.0654232108
846	0.06539376258
847	0.06535272611
848	0.06531744191
849	0.06527160255
850	0.06522849414
851	0.06519833758
852	0.06518597372
853	0.06513256882
854	0.06510938378
855	0.06508074468
856	0.06505333749
857	0.06502172341
858	0.06498459065
859	0.06496936101
860	0.06493789197
861	0.06490759289
862	0.06487144409
863	0.06485121275
864	0.06481776952
865	0.06479825482
866	0.06476675899
867	0.06475040592
868	0.06471529265
869	0.06465980318
870	0.06462195358
871	0.06459278597
872	0.06456720711
873	0.06454742612
874	0.06454735669
875	0.06450850972
876	0.06449886674
877	0.06448400694
878	0.06447827801
879	0.06446130369
880	0.06444067303
881	0.06439132398
882	0.0643708627
883	0.06434004405
884	0.06433453659
885	0.06427439648
886	0.0642351518
887	0.06421112826
888	0.06415570832
889	0.06411809195
890	0.06409400515
891	0.06407408747
892	0.06403162041
893	0.06398481625
894	0.06396889841
895	0.06394043094
896	0.06391112623
897	0.06388648052
898	0.06385445772
899	0.06380240336
900	0.06377873053
901	0.06376101571
902	0.06372734486
903	0.06372125866
904	0.06368008152
905	0.06365192835
906	0.06364782355
907	0.06362930857
908	0.06362359473
909	0.06361790357
910	0.06357795915
911	0.06356787246
912	0.06352876034
913	0.06348710155
914	0.06348385711
915	0.06345593525
916	0.06341091528
917	0.06339967719
918	0.06338053293
919	0.0633393529
920	0.06330495213
921	0.06327502443
922	0.06323573005
923	0.06318149884
924	0.06314407393
925	0.06311323831
926	0.06307547548
927	0.06301429368
928	0.06296913871
929	0.06293384171
930	0.06291006112
931	0.06288141582
932	0.06285080386
933	0.06281506537
934	0.0627854763
935	0.06276283225
936	0.06272762937
937	0.06270788088
938	0.06269688996
939	0.06265698624
940	0.06263721811
941	0.06262905155
942	0.06258749746
943	0.06254980924
944	0.06251170345
945	0.06248348104
946	0.0624474119
947	0.06244458238
948	0.0624128779
949	0.06238164183
950	0.06234118139
951	0.06230825223
952	0.06228845087
953	0.06225677814
954	0.06223294441
955	0.06220138536
956	0.06217569884
957	0.06215935212
958	0.06213700441
959	0.06210661466
960	0.06208942598
961	0.06206563021
962	0.06203440839
963	0.06201333863
964	0.06201330627
965	0.06200321512
966	0.06198712761
967	0.06195119409
968	0.06190569196
969	0.06189050327
970	0.06185943457
971	0.0618146446
972	0.06177451249
973	0.06174548124
974	0.06170670621
975	0.06169223855
976	0.06167310866
977	0.0616515352
978	0.06162285639
979	0.06158665627
980	0.06154542861
981	0.06154007287
982	0.06152226739
983	0.06150069761
984	0.06148307729
985	0.06144381643
986	0.06140672652
987	0.06138946172
988	0.0613418627
989	0.0613089151
990	0.06126491624
991	0.06124001078
992	0.06122113863
993	0.06120431725
994	0.06117186831
995	0.06111398451
996	0.0610954726
997	0.06108081069
998	0.0610457625
999	0.06102938046
